no attack,,,,,,,,,,reflection,,,,,,,,,,scale,,,,,,,
observable,,,error,,,input,,,,observable,,,error,,,input,,,,observable,,,error,,,input,
x,y,theta,e_x,e_y,e_theta,v,w,,,x,y,theta,e_x,e_y,e_theta,v,w,,,x,y,theta,e_x,e_y,e_theta,v,w
0.601393,0.068953,-0.471445,0.004246,0.004437,0.113735,0.0216,0.0210909,,,0.616108,0.074122,-0.471274,0.004049,0.004298,0.113249,0.021045375,-0.002377,,,0.615056,0.072257,-0.46649,0.005613,0.004598,0.107903,0.0120131,-1.06E-03
0.604122,0.067563,-0.470408,0.004618,0.004683,0.114064,0.022345,0.0306653,,,0.618341,0.072985,-0.471298,0.004299,0.004537,0.112455,0.02161125,-0.005487,,,0.616819,0.07137,-0.465952,0.005064,0.004814,0.105298,0.0114114,-0.0023
0.605724,0.066749,-0.469287,0.004797,0.004919,0.112681,0.022705,0.0340143,,,0.62001,0.072134,-0.471009,0.004363,0.004787,0.114091,0.021753,-0.014164,,,0.619851,0.06985,-0.463743,0.004153,0.005035,0.104529,0.0104104,0.000654
0.607283,0.065963,-0.466357,0.00429,0.005155,0.112062,0.021693,0.0404573,,,0.621836,0.071202,-0.472855,0.004516,0.005023,0.113033,0.0220995,-0.017013,,,0.622251,0.06865,-0.463359,0.005217,0.005256,0.104245,0.0115797,0.004827
0.609252,0.064977,-0.459013,0.004193,0.005387,0.110991,0.021499,0.0454145,,,0.623594,0.070305,-0.471712,0.00445,0.005251,0.110773,0.021952125,-0.017314,,,0.622885,0.068334,-0.462924,0.006431,0.005476,0.104304,0.0129151,0.009896
0.61175,0.063746,-0.456431,0.004585,0.005607,0.108738,0.022283,0.046001,,,0.625557,0.069306,-0.469069,0.004396,0.005464,0.106786,0.021832875,-0.013816,,,0.624335,0.067611,-0.462042,0.004112,0.005686,0.102921,0.0103642,0.011852
0.613863,0.062709,-0.455607,0.004865,0.005811,0.104383,0.022844,0.0387199,,,0.627522,0.068313,-0.464404,0.004454,0.005682,0.105862,0.021958875,-0.01713,,,0.627689,0.065944,-0.46054,0.003409,0.005899,0.102538,0.0095876,0.016212
0.616116,0.061613,-0.451223,0.004679,0.006013,0.102275,0.022469,0.0397858,,,0.629379,0.067385,-0.462507,0.004351,0.005906,0.106674,0.0217215,-0.024429,,,0.630502,0.064551,-0.458695,0.005032,0.006113,0.10266,0.0113707,0.021829
0.617415,0.060985,-0.448566,0.003675,0.006221,0.101794,0.020455,0.0472641,,,0.631372,0.066392,-0.46205,0.00438,0.006126,0.106706,0.02178,-0.030164,,,0.630729,0.064439,-0.45806,0.006184,0.006287,0.097411,0.0126379,0.015392
0.619012,0.060219,-0.446885,0.003769,0.00642,0.099905,0.020638,0.0496713,,,0.633254,0.065458,-0.460519,0.004477,0.006329,0.104092,0.02199375,-0.030119,,,0.631593,0.064017,-0.451224,0.006318,0.00645,0.093386,0.0127831,0.011494
0.621231,0.059167,-0.437958,0.004011,0.006619,0.098764,0.021115,0.0550909,,,0.635093,0.064552,-0.456046,0.004483,0.006519,0.100268,0.022001625,-0.027437,,,0.634379,0.062685,-0.446427,0.003514,0.006668,0.097628,0.0096921,0.026508
0.622631,0.058515,-0.43415,0.004368,0.006822,0.099529,0.021819,0.0678426,,,0.637028,0.06361,-0.45007,0.004254,0.006708,0.097802,0.0214785,-0.027789,,,0.638669,0.060625,-0.446355,0.003166,0.006868,0.097923,0.0093038,0.03296
0.62484,0.057505,-0.424648,0.004485,0.006996,0.094853,0.022048,0.0602878,,,0.639173,0.062581,-0.445158,0.004602,0.006895,0.096223,0.022251375,-0.030188,,,0.640313,0.059839,-0.444882,0.004435,0.007069,0.098685,0.0106942,0.040605
0.627865,0.056148,-0.419554,0.004689,0.00717,0.092564,0.022445,0.0616835,,,0.640796,0.06181,-0.440839,0.004501,0.007072,0.093938,0.022014,-0.031098,,,0.640861,0.059578,-0.443302,0.006016,0.007261,0.098389,0.0124256,0.046004
0.629808,0.055283,-0.416579,0.005112,0.007323,0.088035,0.023284,0.0546404,,,0.642836,0.060854,-0.435524,0.003333,0.00725,0.092306,0.019373625,-0.033601,,,0.641686,0.05919,-0.436887,0.005937,0.007389,0.08977,0.0123376,0.032675
0.631593,0.054501,-0.41013,0.004049,0.007479,0.086113,0.021146,0.0574539,,,0.645845,0.059463,-0.430569,0.003477,0.007429,0.091249,0.01968525,-0.037532,,,0.644445,0.057922,-0.425387,0.003846,0.007505,0.07993,0.0100342,0.016768
0.634011,0.05346,-0.402012,0.003278,0.007647,0.085831,0.019591,0.0668974,,,0.647664,0.058632,-0.425899,0.003634,0.007596,0.08862,0.020025,-0.038128,,,0.647357,0.05662,-0.414581,0.004824,0.007654,0.07938,0.0111034,0.021383
0.635363,0.052889,-0.397687,0.003485,0.007803,0.083571,0.019991,0.0692502,,,0.649488,0.057812,-0.419369,0.003781,0.007761,0.087414,0.02034,-0.041901,,,0.64847,0.056134,-0.409655,0.006651,0.007805,0.0805,0.0131043,0.029778
0.637092,0.052169,-0.389886,0.003384,0.007957,0.081865,0.019774,0.0738385,,,0.651316,0.057003,-0.413974,0.004136,0.007918,0.085568,0.021121875,-0.044373,,,0.648982,0.055913,-0.403414,0.004013,0.007956,0.082786,0.0101926,0.040832
0.639228,0.051306,-0.378612,0.003686,0.008104,0.080363,0.020364,0.0793329,,,0.652964,0.056285,-0.407652,0.004328,0.008058,0.081925,0.02153925,-0.042941,,,0.653078,0.054162,-0.404869,0.00357,0.008112,0.08264,0.0096965,0.047081
0.640617,0.050759,-0.373467,0.003974,0.008241,0.077604,0.020924,0.0803869,,,0.65478,0.055511,-0.399248,0.004389,0.008191,0.078911,0.02166075,-0.042944,,,0.655733,0.053033,-0.398499,0.004794,0.008266,0.082956,0.011033,0.054496
0.64227,0.050121,-0.362721,0.004475,0.008361,0.073564,0.021912,0.0766979,,,0.656719,0.054703,-0.391193,0.004836,0.008311,0.0753,0.0226485,-0.041661,,,0.656293,0.052798,-0.395237,0.006033,0.008401,0.081402,0.012386,0.057811
0.645091,0.049065,-0.354897,0.004499,0.008481,0.072109,0.021942,0.0826309,,,0.658313,0.054055,-0.382259,0.003895,0.008438,0.074061,0.02051325,-0.045751,,,0.657558,0.052279,-0.384989,0.005825,0.008466,0.071384,0.0121517,0.042255
0.647492,0.048188,-0.346099,0.004906,0.008577,0.067241,0.022742,0.0760315,,,0.661182,0.052912,-0.375418,0.003279,0.00857,0.073382,0.019105875,-0.051357,,,0.659958,0.05133,-0.367481,0.003772,0.00853,0.06409,0.0098868,0.032638
0.649089,0.047616,-0.339102,0.004922,0.008683,0.066681,0.022755,0.0855345,,,0.663752,0.051907,-0.368862,0.003515,0.008689,0.070734,0.019616625,-0.052849,,,0.663368,0.050042,-0.359571,0.00243,0.008666,0.06839,0.0083985,0.048977
0.650814,0.047029,-0.317451,0.004188,0.008784,0.065001,0.021267,0.0913315,,,0.665549,0.051223,-0.360065,0.003757,0.008797,0.067332,0.020142,-0.0528,,,0.66659,0.04883,-0.357721,0.003981,0.008801,0.071621,0.0100914,0.063299
0.652354,0.046527,-0.315079,0.004089,0.008883,0.062875,0.021052,0.09593,,,0.667353,0.050554,-0.350244,0.003906,0.008903,0.065757,0.020457,-0.056787,,,0.667254,0.048583,-0.353592,0.005437,0.008931,0.073842,0.011682,0.075634
0.656036,0.045327,-0.313677,0.004958,0.008922,0.051594,0.022777,0.0666169,,,0.669234,0.049876,-0.341984,0.00428,0.009004,0.064568,0.021276,-0.061742,,,0.667872,0.048357,-0.348422,0.00542,0.00899,0.065378,0.0116556,0.064612
0.658206,0.044636,-0.301244,0.005005,0.008997,0.053006,0.022848,0.0838005,,,0.670906,0.049289,-0.333847,0.004587,0.009079,0.059507,0.0219465,-0.058409,,,0.669828,0.047663,-0.334658,0.005485,0.009043,0.059036,0.0117172,0.05819
0.660628,0.0439,-0.288841,0.00321,0.00911,0.059063,0.019236,0.1190619,,,0.672679,0.048686,-0.321581,0.004783,0.009144,0.055422,0.022368375,-0.057189,,,0.672466,0.046774,-0.317192,0.004968,0.009067,0.0498,0.0111408,0.045509
0.66194,0.043518,-0.278926,0.003107,0.009189,0.05434,0.019012,0.1157384,,,0.674556,0.048073,-0.310035,0.004456,0.009192,0.050345,0.0216135,-0.053891,,,0.675023,0.045959,-0.299761,0.005193,0.009118,0.047941,0.0113784,0.04892
0.663722,0.043029,-0.257181,0.003181,0.009267,0.052344,0.019141,0.1224517,,,0.676947,0.047325,-0.297249,0.003659,0.009261,0.049538,0.019796625,-0.06011,,,0.676281,0.045573,-0.294845,0.006315,0.009168,0.04759,0.0126005,0.055682
0.664949,0.042717,-0.241905,0.003528,0.009329,0.048168,0.019816,0.1214742,,,0.679758,0.046476,-0.288488,0.00399,0.009319,0.046974,0.02052225,-0.062778,,,0.677737,0.045143,-0.281589,0.006174,0.009168,0.041322,0.0124355,0.049564
0.667233,0.042151,-0.244642,0.004355,0.009347,0.038537,0.021454,0.1004996,,,0.681507,0.045967,-0.277732,0.004231,0.009361,0.043222,0.021043125,-0.062957,,,0.679978,0.044508,-0.269079,0.002165,0.009248,0.048045,0.0080135,0.072032
0.671534,0.04109,-0.234162,0.005106,0.009345,0.031518,0.022939,0.0884738,,,0.683361,0.045452,-0.265555,0.004524,0.00939,0.039148,0.021682125,-0.062525,,,0.685343,0.04302,-0.270378,0.002647,0.009335,0.05069,0.0085327,0.086504
0.673037,0.04074,-0.223837,0.004522,0.009411,0.039832,0.021749,0.1325497,,,0.685171,0.044971,-0.25283,0.004765,0.009421,0.037746,0.022204125,-0.067891,,,0.687101,0.042539,-0.262465,0.003408,0.00941,0.050421,0.0093588,0.095045
0.674842,0.040342,-0.208669,0.002657,0.009474,0.041507,0.018,0.1539068,,,0.687011,0.044506,-0.242556,0.004692,0.009436,0.034712,0.0220185,-0.069885,,,0.688227,0.042241,-0.255231,0.004392,0.009467,0.047887,0.0104313,0.098871
0.677174,0.039872,-0.188265,0.00282,0.009517,0.0374,0.01831,0.1550033,,,0.689177,0.043985,-0.230438,0.00394,0.009433,0.028291,0.0203085,-0.064906,,,0.689354,0.041951,-0.243614,0.006826,0.009473,0.041747,0.013101,0.094586
0.678593,0.039612,-0.176151,0.00315,0.009543,0.031718,0.018953,0.1505629,,,0.692041,0.043336,-0.214728,0.003633,0.009442,0.02559,0.019598625,-0.068037,,,0.689256,0.041976,-0.221828,0.007214,0.009412,0.032337,0.0135201,0.082636
0.68014,0.03935,-0.157317,0.003337,0.009547,0.024877,0.019312,0.1418725,,,0.694442,0.042827,-0.202541,0.00413,0.009444,0.02328,0.020698875,-0.07209,,,0.691779,0.04143,-0.205417,0.006466,0.009355,0.025093,0.0126885,0.075474
0.681993,0.039077,-0.13526,0.003693,0.009533,0.01873,0.02001,0.1354499,,,0.696056,0.042507,-0.190556,0.004601,0.009421,0.018211,0.02174175,-0.070316,,,0.694411,0.040906,-0.188801,0.005748,0.009307,0.019818,0.0118899,0.072769
0.684403,0.038765,-0.127802,0.004327,0.009488,0.009922,0.021262,0.1192795,,,0.697723,0.042198,-0.175632,0.00455,0.009392,0.014674,0.021609,-0.071796,,,0.697249,0.040388,-0.171994,0.00404,0.009247,0.011895,0.0100034,0.064745
0.687642,0.038354,-0.123038,0.005048,0.009417,0.002215,0.022691,0.1064734,,,0.699894,0.041828,-0.162069,0.00498,0.009352,0.010907,0.02256075,-0.072836,,,0.700445,0.039854,-0.15929,0.004598,0.009249,0.015974,0.0106095,0.082484
0.690358,0.038043,-0.10174,0.005272,0.009357,0.001371,0.023126,0.1180436,,,0.701595,0.041562,-0.148115,0.004699,0.0093,0.007155,0.021913875,-0.073926,,,0.702145,0.039587,-0.151666,0.005879,0.009242,0.018346,0.0120098,0.096802
0.691542,0.037931,-0.086721,0.003134,0.009347,0.006646,0.018837,0.1526403,,,0.704,0.041222,-0.134025,0.00369,0.009247,0.002501,0.019630125,-0.073386,,,0.702946,0.039468,-0.141269,0.006025,0.009168,0.011794,0.0121649,0.092007
0.693536,0.037777,-0.073986,0.002928,0.009305,7.80E-05,0.018412,0.1459236,,,0.707139,0.040822,-0.118892,0.003866,0.009191,-0.001831,0.020012625,-0.073677,,,0.705355,0.039147,-0.124262,0.00536,0.009085,0.005165,0.0114268,0.087111
0.696541,0.037574,-0.058846,0.003571,0.009234,-0.008337,0.019688,0.1322896,,,0.709101,0.040603,-0.103953,0.003844,0.009135,-0.004078,0.019949625,-0.078357,,,0.708271,0.038811,-0.105354,0.003906,0.008992,-0.004014,0.0098208,0.077105
0.698285,0.037487,-0.040761,0.003697,0.009163,-0.010238,0.019929,0.1412163,,,0.711242,0.040393,-0.090979,0.004277,0.00907,-0.006483,0.020912625,-0.082708,,,0.711193,0.038522,-0.091044,0.005216,0.008957,-9.50E-05,0.0112574,0.094754
0.699474,0.037448,-0.025595,0.003433,0.009102,-0.011275,0.019393,0.1537011,,,0.712932,0.040251,-0.07774,0.004519,0.00897,-0.013324,0.021448125,-0.077634,,,0.712202,0.038434,-0.081774,0.006234,0.008872,-0.003152,0.0123717,0.097569
0.701043,0.037425,-0.004019,0.003542,0.009016,-0.017282,0.019601,0.1486538,,,0.714851,0.040121,-0.05997,0.004867,0.008863,-0.018034,0.022221,-0.076849,,,0.713615,0.038333,-0.06406,0.005641,0.00873,-0.013439,0.0117161,0.084884
0.703903,0.037437,0.005994,0.0042,0.008897,-0.025602,0.020909,0.1348481,,,0.716646,0.040029,-0.044247,0.004424,0.008751,-0.022417,0.021216375,-0.076758,,,0.7168,0.038159,-0.044922,0.004265,0.008602,-0.021327,0.0101981,0.077454
0.706358,0.037457,0.011943,0.004822,0.008738,-0.036036,0.022145,0.1127107,,,0.719226,0.039934,-0.02878,0.00437,0.008644,-0.025171,0.021088125,-0.080133,,,0.71938,0.038064,-0.02987,0.005069,0.008525,-0.018127,0.0110803,0.093345
0.708433,0.037496,0.027449,0.004809,0.008613,-0.035003,0.022116,0.1308684,,,0.721402,0.039885,-0.014883,0.0046,0.008522,-0.028869,0.0216,-0.081414,,,0.720949,0.038025,-0.017617,0.005612,0.008375,-0.026118,0.0116743,0.085471
0.710887,0.037588,0.049068,0.003644,0.008528,-0.029588,0.019785,0.1653937,,,0.7233,0.039872,3.00E-06,0.004736,0.008384,-0.033699,0.021900375,-0.080162,,,0.722265,0.038014,-0.002748,0.004783,0.008215,-0.033878,0.0107591,0.077922
0.712175,0.037662,0.06445,0.003699,0.00841,-0.033852,0.019892,0.1659785,,,0.725299,0.039889,0.016055,0.004347,0.00823,-0.039678,0.021020625,-0.076367,,,0.725251,0.038037,0.016234,0.004763,0.008081,-0.035828,0.010736,0.082583
0.714371,0.037831,0.085081,0.003791,0.008272,-0.039808,0.020074,0.1601866,,,0.72783,0.039953,0.033276,0.004767,0.008081,-0.042857,0.0219645,-0.078286,,,0.728034,0.038106,0.03268,0.004773,0.007958,-0.035378,0.010747,0.092267
0.716514,0.038023,0.094191,0.004255,0.008104,-0.048359,0.021,0.1445398,,,0.729524,0.040023,0.047704,0.004801,0.007926,-0.045533,0.022042125,-0.081074,,,0.729653,0.038167,0.042622,0.006163,0.007779,-0.043341,0.0122749,0.084021
0.717999,0.038173,0.105673,0.004779,0.007917,-0.055334,0.022047,0.1335714,,,0.731596,0.040137,0.061624,0.004588,0.007743,-0.052532,0.021560625,-0.074674,,,0.730209,0.038192,0.059432,0.007209,0.007591,-0.046389,0.0134255,0.085397
0.719533,0.038351,0.125957,0.004622,0.007765,-0.053383,0.021738,0.1540428,,,0.733945,0.040302,0.079848,0.004595,0.00757,-0.055626,0.021578625,-0.076197,,,0.731825,0.038308,0.081475,0.005411,0.0073,-0.06253,0.0114455,0.058518
0.723044,0.038827,0.139576,0.004728,0.007591,-0.056013,0.021952,0.1581313,,,0.736037,0.040484,0.094136,0.004839,0.007397,-0.056924,0.02213325,-0.081276,,,0.735253,0.038623,0.10104,0.004397,0.007082,-0.068968,0.0103301,0.052394
0.725324,0.039158,0.148326,0.005335,0.007368,-0.065204,0.023167,0.1380577,,,0.737876,0.040671,0.106584,0.004667,0.00719,-0.06395,0.0217485,-0.074119,,,0.738372,0.038968,0.118628,0.004265,0.006919,-0.064574,0.0101904,0.068936
0.727299,0.039466,0.162182,0.004688,0.007172,-0.066116,0.02188,0.1468671,,,0.740163,0.040937,0.124702,0.004539,0.006996,-0.066916,0.02146725,-0.075234,,,0.740834,0.039272,0.127188,0.005453,0.00676,-0.060468,0.0115016,0.084912
0.729694,0.039879,0.180364,0.00365,0.006998,-0.065609,0.019814,0.1610485,,,0.742372,0.041227,0.138691,0.004689,0.006794,-0.070091,0.021810375,-0.075639,,,0.741537,0.039364,0.134238,0.005654,0.006526,-0.068042,0.011726,0.075861
0.730763,0.040082,0.193385,0.00375,0.006813,-0.068617,0.02002,0.1626499,,,0.7443,0.04151,0.152808,0.00491,0.006586,-0.072889,0.022316625,-0.076531,,,0.74329,0.039618,0.15076,0.005369,0.006306,-0.071405,0.0114158,0.075386
0.732226,0.040382,0.209957,0.003779,0.006616,-0.072688,0.020085,0.1599384,,,0.746149,0.041807,0.166454,0.004918,0.006353,-0.078295,0.022341375,-0.071521,,,0.746339,0.040111,0.169157,0.004486,0.006078,-0.076651,0.0104478,0.070793
0.734722,0.040935,0.224617,0.004449,0.006397,-0.078452,0.021433,0.1503623,,,0.748218,0.042174,0.182603,0.003523,0.006126,-0.082482,0.01921275,-0.068884,,,0.749079,0.040599,0.182951,0.004845,0.005866,-0.078469,0.0108482,0.073199
0.73699,0.041464,0.234038,0.005067,0.006153,-0.084527,0.022678,0.1385184,,,0.751647,0.042836,0.197414,0.003404,0.005914,-0.084564,0.018957375,-0.070572,,,0.750273,0.040827,0.193402,0.006145,0.005661,-0.076804,0.012287,0.082554
0.73903,0.041966,0.248396,0.005155,0.005914,-0.087029,0.022865,0.1386799,,,0.753804,0.043282,0.209994,0.003548,0.005689,-0.088659,0.01929375,-0.067728,,,0.751414,0.041058,0.206121,0.005775,0.005387,-0.084548,0.0118833,0.071409
0.741406,0.042584,0.262091,0.004347,0.005685,-0.088043,0.021263,0.1438887,,,0.755707,0.043702,0.224447,0.003792,0.005453,-0.092719,0.019854,-0.064508,,,0.754133,0.041655,0.224088,0.003938,0.005115,-0.093212,0.0098659,0.058167
0.743064,0.043043,0.276857,0.004341,0.00544,-0.092352,0.021262,0.1368218,,,0.757505,0.044127,0.238714,0.004036,0.005205,-0.097176,0.020415375,-0.05998,,,0.757286,0.0424,0.239208,0.004732,0.004889,-0.092184,0.0107492,0.065141
0.744206,0.043376,0.291002,0.004365,0.005207,-0.093165,0.021326,0.1417127,,,0.759297,0.044576,0.25322,0.004104,0.004968,-0.097379,0.020586375,-0.063983,,,0.758515,0.042704,0.248229,0.006174,0.00467,-0.089004,0.0123464,0.076347
0.747325,0.044344,0.302722,0.004713,0.004946,-0.098063,0.022034,0.1311795,,,0.761231,0.045086,0.263302,0.004333,0.004719,-0.099366,0.021117375,-0.063891,,,0.759446,0.042945,0.258354,0.00495,0.004354,-0.100654,0.0110022,0.055361
0.750126,0.045222,0.305452,0.00525,0.004655,-0.105865,0.023116,0.1090812,,,0.763012,0.045578,0.274989,0.004518,0.004456,-0.103083,0.021549375,-0.059722,,,0.762325,0.043737,0.276278,0.004697,0.004083,-0.103697,0.0107316,0.052398
0.752054,0.045842,0.319793,0.005054,0.004365,-0.109185,0.022739,0.1019412,,,0.764835,0.046105,0.28822,0.004596,0.004188,-0.105941,0.021742875,-0.056908,,,0.765094,0.044549,0.292579,0.004885,0.003829,-0.103325,0.0109494,0.0564
0.754619,0.04671,0.332627,0.003167,0.004146,-0.101885,0.018992,0.1334116,,,0.766749,0.046685,0.300394,0.004721,0.003917,-0.107991,0.02204325,-0.055371,,,0.766596,0.045006,0.298442,0.005731,0.003575,-0.10275,0.0118899,0.060526
0.756314,0.047307,0.344587,0.003233,0.003889,-0.107325,0.019137,0.1191231,,,0.768607,0.047273,0.311558,0.004715,0.00365,-0.108887,0.022048875,-0.055967,,,0.767514,0.045292,0.306317,0.00578,0.003292,-0.105721,0.0119526,0.056593
0.757551,0.047757,0.3533,0.00308,0.003636,-0.108844,0.018848,0.1179739,,,0.770579,0.047918,0.321355,0.003979,0.003377,-0.111146,0.020413125,-0.053367,,,0.770017,0.046107,0.323048,0.003817,0.002986,-0.113309,0.0097999,0.042449
0.759632,0.048551,0.368645,0.003261,0.003374,-0.111843,0.019228,0.1108577,,,0.77324,0.048821,0.332296,0.004052,0.003107,-0.112973,0.0205965,-0.051383,,,0.773275,0.047218,0.334459,0.004757,0.002736,-0.109966,0.0108471,0.051408
0.761589,0.049314,0.37584,0.003646,0.003099,-0.115469,0.020014,0.100588,,,0.775127,0.049483,0.342581,0.004253,0.002829,-0.115179,0.021067875,-0.04817,,,0.774326,0.047586,0.339573,0.006306,0.002488,-0.106329,0.0125642,0.060771
0.762835,0.049811,0.381598,0.004344,0.002793,-0.122449,0.02142,0.0770124,,,0.776887,0.050122,0.353011,0.004498,0.002558,-0.115003,0.021641625,-0.049663,,,0.775184,0.047893,0.348222,0.005004,0.00215,-0.116472,0.0111364,0.039756
0.765203,0.050775,0.391341,0.003877,0.002522,-0.120337,0.020509,0.0857572,,,0.778595,0.050759,0.360822,0.004803,0.002265,-0.118533,0.022347,-0.042812,,,0.777983,0.048935,0.36229,0.004139,0.00186,-0.119268,0.0101937,0.034425
0.766791,0.051439,0.399463,0.004201,0.002242,-0.120541,0.021179,0.0856093,,,0.780249,0.051393,0.372095,0.004395,0.001978,-0.120113,0.021450375,-0.03974,,,0.780723,0.04999,0.37283,0.005239,0.001593,-0.116715,0.0114169,0.04027
0.768212,0.052043,0.40525,0.004378,0.001956,-0.121573,0.02155,0.0818897,,,0.782556,0.052305,0.38117,0.004189,0.001694,-0.120908,0.02100825,-0.038071,,,0.781806,0.050417,0.379039,0.005793,0.001292,-0.119647,0.0120362,0.033825
0.770602,0.053084,0.415995,0.004479,0.001669,-0.122602,0.021771,0.0775853,,,0.784667,0.053161,0.389206,0.004363,0.001412,-0.121119,0.02142225,-0.037319,,,0.783026,0.050911,0.387946,0.006094,0.000976,-0.123224,0.0123761,0.025421
0.772312,0.053847,0.422225,0.004606,0.00138,-0.123246,0.022044,0.0740918,,,0.78642,0.053889,0.396401,0.004691,0.00113,-0.121254,0.0221805,-0.036459,,,0.785408,0.051906,0.398609,0.003299,0.000738,-0.114954,0.009317,0.042817
0.773627,0.054442,0.427423,0.004736,0.001081,-0.125739,0.02232,0.0631914,,,0.788029,0.054568,0.403258,0.004539,0.000846,-0.121615,0.021861,-0.034781,,,0.789796,0.053746,0.397708,0.003449,0.000486,-0.11322,0.0094941,0.046167
0.776273,0.055656,0.43305,0.004688,0.000784,-0.126777,0.022242,0.0570085,,,0.790075,0.055449,0.410075,0.004161,0.000559,-0.122846,0.02103075,-0.030952,,,0.790916,0.054218,0.40168,0.00517,0.000246,-0.109012,0.0114015,0.054634
0.777764,0.05635,0.437667,0.004919,0.000491,-0.126862,0.022724,0.0538618,,,0.792323,0.056436,0.417492,0.004012,0.000289,-0.120953,0.020719125,-0.033689,,,0.791288,0.054377,0.40422,0.006491,-3.20E-05,-0.111347,0.0128634,0.048448
0.780237,0.057515,0.444301,0.004848,0.000207,-0.125573,0.022602,0.0553816,,,0.794357,0.057343,0.421514,0.004296,1.50E-05,-0.12038,0.021380625,-0.033334,,,0.792449,0.054882,0.415592,0.00609,-0.000369,-0.120782,0.0124245,0.025952
0.781972,0.058345,0.447168,0.004527,-8.40E-05,-0.126105,0.021976,0.0497869,,,0.795995,0.058083,0.426581,0.004659,-0.000257,-0.119558,0.022217625,-0.033279,,,0.794987,0.056025,0.43046,0.004372,-0.000686,-0.124812,0.0105424,0.014797
0.783318,0.058993,0.450171,0.004461,-0.000371,-0.12631,0.021861,0.0450303,,,0.79756,0.058799,0.43112,0.004643,-0.000545,-0.121907,0.022197375,-0.025986,,,0.797648,0.057267,0.436374,0.002966,-0.000939,-0.119397,0.009009,0.024444
0.785731,0.060164,0.453145,0.004524,-0.000653,-0.125193,0.022004,0.0447243,,,0.799465,0.059684,0.43855,0.00339,-0.000816,-0.120867,0.019398375,-0.025885,,,0.801228,0.058933,0.435887,0.004045,-0.001186,-0.114869,0.0102091,0.032148
0.787913,0.061234,0.457593,0.00464,-0.00093,-0.124214,0.022254,0.0436601,,,0.802487,0.061109,0.442309,0.003305,-0.00108,-0.119477,0.01922625,-0.026416,,,0.801732,0.059168,0.436311,0.005427,-0.001446,-0.11429,0.0117381,0.03107
0.789365,0.061952,0.461402,0.004861,-0.001201,-0.122288,0.022714,0.0457919,,,0.804452,0.062045,0.445434,0.003525,-0.001343,-0.118654,0.0197415,-0.025536,,,0.802374,0.059469,0.440248,0.006244,-0.001751,-0.119964,0.0126412,0.015659
0.791087,0.06281,0.463541,0.004297,-0.001481,-0.12294,0.021599,0.0380263,,,0.806141,0.062855,0.448841,0.003699,-0.001602,-0.11747,0.02014875,-0.025274,,,0.803971,0.060235,0.452683,0.003729,-0.002035,-0.120688,0.0098813,0.010837
0.793212,0.063879,0.466787,0.00419,-0.001758,-0.123621,0.021399,0.0298136,,,0.807873,0.063692,0.451599,0.003948,-0.001864,-0.117605,0.02072475,-0.021928,,,0.807656,0.062035,0.454816,0.003297,-0.002297,-0.119218,0.0094138,0.010847
0.794523,0.064539,0.467282,0.004368,-0.002028,-0.122398,0.021767,0.0283227,,,0.809534,0.064501,0.455386,0.004199,-0.002131,-0.118198,0.021303,-0.0173,,,0.809928,0.06315,0.456999,0.004844,-0.00255,-0.116696,0.0111254,0.013055
0.796353,0.065464,0.467715,0.00452,-0.002302,-0.122482,0.022083,0.0216094,,,0.811192,0.065317,0.459342,0.0043,-0.002398,-0.118714,0.0215415,-0.012587,,,0.810518,0.063441,0.457831,0.006545,-0.002802,-0.114828,0.0130042,0.013691
0.799515,0.067064,0.469225,0.00473,-0.002561,-0.120288,0.022517,0.0232125,,,0.812982,0.066208,0.462929,0.004531,-0.00266,-0.118436,0.02207475,-0.009439,,,0.811199,0.063777,0.459361,0.004747,-0.003069,-0.116074,0.0110308,0.007222
0.800824,0.067728,0.469398,0.004791,-0.002817,-0.118233,0.022651,0.0241033,,,0.814657,0.067046,0.46543,0.004418,-0.002907,-0.115663,0.021835125,-0.011678,,,0.814282,0.065309,0.463068,0.004227,-0.003316,-0.113949,0.0104654,0.008087
0.802968,0.068817,0.471471,0.003892,-0.003072,-0.116893,0.020862,0.0221364,,,0.816647,0.068045,0.465145,0.004054,-0.003148,-0.113094,0.021029625,-0.013404,,,0.817451,0.066893,0.463019,0.003458,-0.003555,-0.111716,0.0096261,0.009149
0.804592,0.069644,0.471126,0.004006,-0.003323,-0.115825,0.0211,0.0189608,,,0.818865,0.069157,0.464768,0.00422,-0.003391,-0.112073,0.021412125,-0.011617,,,0.819218,0.067775,0.46339,0.005318,-0.003798,-0.111128,0.0116765,0.006448
0.805832,0.070276,0.47097,0.00422,-0.003576,-0.115966,0.021534,0.0110337,,,0.820606,0.070032,0.465646,0.004458,-0.003641,-0.112909,0.021952125,-0.005541,,,0.819444,0.067888,0.464701,0.00642,-0.004041,-0.110802,0.012892,0.002974
0.808472,0.071618,0.469827,0.004441,-0.003821,-0.114603,0.021984,0.0084684,,,0.822279,0.070875,0.468087,0.00445,-0.003883,-0.112117,0.021942,-0.002905,,,0.820846,0.068593,0.466413,0.005047,-0.004277,-0.109581,0.0113861,0.001364
0.8103,0.072546,0.469876,0.00474,-0.004063,-0.113468,0.022587,0.0048542,,,0.824176,0.071834,0.468605,0.004117,-0.004119,-0.110919,0.021198375,-0.001034,,,0.824599,0.070482,0.466067,0.003018,-0.00451,-0.108617,0.0091564,-9.13E-04
